data_provider,region,lat,lon,severity,year,month,day,season,hour,minute,second,am,bacteria_counts,log_density,log_distance_to_water_m
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.76235589,1,2016,8,9,summer,0,1,0,1,<20K,8.107418811719974,5.877735781779639
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,1,2021,12,15,winter,0,1,0,1,<20K,5.66988092298052,0.0
California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,4,2016,5,17,spring,16,10,0,0,1M - <10M,14.50991295041606,5.176149732573829
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66940683,-79.23154291,1,2015,9,24,fall,0,1,0,1,<20K,9.440340364086879,6.424869023905388
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69045904,-79.1924407,1,2019,5,16,spring,0,1,0,1,<20K,6.652863029353347,6.917705609835305
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.77030987,1,2017,3,28,spring,0,1,0,1,<20K,9.85250999777126,5.517452896464707
Pennsylvania_Department_of_Environmental_Protection,northeast,40.80458,-77.1804,4,2021,8,2,summer,12,1,0,0,1M - <10M,14.414347059052979,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.83646,-78.9763,1,2015,1,27,winter,0,1,0,1,<20K,8.255568653283746,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65274603,-79.26248853,1,2015,6,22,summer,0,1,0,1,<20K,9.600014794178023,6.280395838960195
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.346,-79.11285213,3,2019,7,1,summer,0,1,0,1,100K - <1M,12.140701778088506,6.79794041297493
US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,2,2013,9,2,fall,18,0,0,0,20K - <100K,10.933713928337772,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.63864,-80.31198,0,2021,7,8,summer,12,45,0,0,0,0.0,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64247277,-79.28157001,1,2020,7,15,summer,0,1,0,1,<20K,9.660460120624778,6.498282149476434
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7,-79.03909676,3,2020,6,10,summer,0,1,0,1,100K - <1M,11.739104404827959,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.02,-83.79,1,2019,7,24,summer,0,1,0,1,<20K,7.8336002236611035,4.990432586778736
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,2,2017,8,21,summer,0,1,0,1,20K - <100K,11.212158152969792,3.258096538021482
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91424569,-79.19187079,2,2014,8,25,summer,0,1,0,1,20K - <100K,11.375236871720524,4.941642422609304
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68,-79.1097378,2,2021,9,8,fall,0,1,0,1,20K - <100K,10.23838712459702,6.498282149476434
US_Army_Corps_of_Engineers,northeast,40.921798,-79.276664,1,2019,8,27,summer,16,0,0,0,<20K,9.658801110545443,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.38837,-76.08808,0,2020,10,28,fall,14,51,0,0,0,0.0,5.82600010738045
California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,4,2020,4,28,spring,14,50,0,0,1M - <10M,14.748890828270495,4.2626798770413155
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.573,-78.93610063,1,2013,7,22,summer,0,1,0,1,<20K,8.174702882469461,7.220373836723949
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.72797,-97.82922,1,2016,7,11,summer,0,1,0,1,<20K,8.888066854754783,0.0
EPA_Central_Data_Exchange,midwest,43.466667,-82.0,1,2017,8,11,summer,0,1,0,1,<20K,8.400659375160286,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,3,2014,11,12,fall,0,1,0,1,100K - <1M,12.61239738405022,0.0
US_Army_Corps_of_Engineers,midwest,40.968788,-81.119867,2,2020,10,7,fall,14,30,0,0,20K - <100K,10.868034972973572,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71413489,3,2013,6,13,summer,0,1,0,1,100K - <1M,11.736396962504198,5.0689042022202315
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70153075,-79.1718762,1,2013,3,13,spring,0,1,0,1,<20K,6.923628628138427,4.02535169073515
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.70782502,-75.08086667,2,2018,8,14,summer,12,20,0,0,20K - <100K,11.176053148327675,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71699388,-79.14315511,2,2018,7,30,summer,0,1,0,1,20K - <100K,10.248671729759362,5.627621113690637
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02565074,1,2018,4,11,spring,0,1,0,1,<20K,7.503840746698951,4.418840607796598
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.52056665,-75.0635,1,2020,7,14,summer,12,16,0,0,<20K,4.605170185988092,4.897839799950911
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66568,-79.04750053,2,2015,6,26,summer,0,1,0,1,20K - <100K,10.023046787593767,5.921578419643816
California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,4,2019,7,16,summer,15,30,0,0,1M - <10M,14.326591949019024,5.176149732573829
Connecticut_State_Department_of_Public_Health,northeast,41.798303,-72.428591,1,2015,7,14,summer,12,0,0,0,<20K,8.933400396056303,0.0
EPA_National_Aquatic_Research_Survey,west,39.16191,-106.6667,2,2017,7,23,summer,0,1,0,1,20K - <100K,11.309939869972228,0.0
California_Environmental_Data_Exchange_Network,west,35.0228,-120.586,4,2019,1,15,winter,23,30,0,0,1M - <10M,15.719482017799256,6.974478911025045
California_Environmental_Data_Exchange_Network,west,37.5138,-121.16,4,2015,2,10,winter,18,15,0,0,1M - <10M,15.655663287208903,7.374629015218945
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86666688,-78.81107402,1,2016,5,9,spring,0,1,0,1,<20K,8.459564078579602,4.820281565605037
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65436,-79.00917782,2,2016,7,13,summer,0,1,0,1,20K - <100K,10.27663605916775,6.133398042996649
California_Environmental_Data_Exchange_Network,west,37.7705,-121.292,4,2017,7,18,summer,19,20,0,0,1M - <10M,15.279029814296633,4.927253685157205
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6418074,-79.28280586,1,2021,3,17,spring,0,1,0,1,<20K,8.197263371414335,6.368187186350492
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71044667,-79.15531585,1,2016,6,8,summer,0,1,0,1,<20K,9.575747082838362,6.025865973825314
Pennsylvania_Department_of_Environmental_Protection,northeast,39.8055,-76.05611,4,2019,8,7,summer,16,40,0,0,1M - <10M,14.264886006738562,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.40175435,-99.31704176,2,2018,7,30,summer,0,1,0,1,20K - <100K,10.815167671852599,0.0
California_Environmental_Data_Exchange_Network,west,34.446,-119.876,4,2014,12,12,winter,16,15,0,0,1M - <10M,15.636424216844903,6.638567789166521
Pennsylvania_Department_of_Environmental_Protection,northeast,41.39704,-75.3617,2,2019,8,28,summer,17,30,0,0,20K - <100K,9.926569111979449,2.9444389791664403
Connecticut_State_Department_of_Public_Health,northeast,41.819467,-72.423353,3,2021,10,21,fall,17,35,0,0,100K - <1M,11.812985611988438,3.6635616461296463
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69524969,-79.1835426,1,2016,5,9,spring,0,1,0,1,<20K,6.875232087276577,5.793013608384144
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65402354,-79.2601157,1,2014,10,8,fall,0,1,0,1,<20K,7.909489492673759,6.313548046277095
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.60595,-78.98805006,1,2016,5,25,spring,0,1,0,1,<20K,7.568379267836522,6.651571873589727
California_Environmental_Data_Exchange_Network,west,36.6568,-121.614,4,2013,3,26,spring,22,35,0,0,1M - <10M,15.34099604640149,7.898782356970309
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90387277,-79.10885113,1,2019,3,19,spring,0,1,0,1,<20K,7.1180162044653335,4.605170185988092
EPA_Central_Data_Exchange,midwest,41.946667,-83.045,1,2019,4,20,spring,0,1,0,1,<20K,8.82790796297859,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.70543523,3,2021,11,18,fall,0,1,0,1,100K - <1M,12.636295404764065,4.795790545596741
EPA_National_Aquatic_Research_Survey,west,33.5693,-111.5241,4,2017,8,30,summer,0,1,0,1,1M - <10M,13.954579216595524,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.07868,-96.886523,3,2020,8,26,summer,0,1,0,1,100K - <1M,13.539160040254437,0.0
California_Environmental_Data_Exchange_Network,west,37.2141,-120.561,3,2015,6,9,summer,17,40,0,0,100K - <1M,13.31913009862978,7.297091005160418
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69564891,-79.18280109,1,2015,12,7,winter,0,1,0,1,<20K,8.954802752850968,5.8944028342648505
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.51301083,-95.70121672,4,2021,8,30,summer,0,1,0,1,1M - <10M,13.878740723577907,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71600914,-79.14498416,2,2013,8,12,summer,0,1,0,1,20K - <100K,10.97724346520537,5.877735781779639
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70805135,-79.1597649,1,2016,6,8,summer,0,1,0,1,<20K,9.021356672308677,4.204692619390966
EPA_Central_Data_Exchange,midwest,45.516667,-83.416667,1,2017,8,8,summer,0,1,0,1,<20K,7.1372784372603855,0.0
EPA_Central_Data_Exchange,midwest,45.45,-82.915,1,2013,8,6,summer,0,1,0,1,<20K,7.045776576879511,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.115,-78.90751602,3,2013,6,19,summer,0,1,0,1,100K - <1M,11.64716785477634,4.836281906951478
California_Environmental_Data_Exchange_Network,west,34.9454,-120.417,4,2017,12,12,winter,22,15,0,0,1M - <10M,15.60727002719233,6.9874902470009905
EPA_National_Aquatic_Research_Survey,midwest,45.7416,-97.2664,3,2017,6,16,summer,0,1,0,1,100K - <1M,12.787363256688591,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72183776,-79.13415814,1,2018,5,7,spring,0,1,0,1,<20K,8.561784074744113,6.984716320118266
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,2,2018,1,24,winter,0,1,0,1,20K - <100K,10.339966714173462,0.0
California_Environmental_Data_Exchange_Network,west,34.446,-119.876,4,2019,1,16,winter,21,0,0,0,1M - <10M,15.73939418011937,6.638567789166521
California_Environmental_Data_Exchange_Network,west,38.307,-121.794,4,2016,6,15,summer,21,40,0,0,1M - <10M,14.582232961649519,5.5254529391317835
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.02210304,1,2016,6,8,summer,0,1,0,1,<20K,9.226804098006848,5.855071922202427
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,2,2017,7,31,summer,0,1,0,1,20K - <100K,10.978319312538835,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64968535,-79.26817342,1,2016,9,20,fall,0,1,0,1,<20K,7.247792581767846,6.182084906716632
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.83646,-78.9763,1,2016,1,27,winter,0,1,0,1,<20K,6.587550014824796,0.0
California_Environmental_Data_Exchange_Network,west,39.1766,-122.189,4,2018,2,21,winter,17,52,0,0,1M - <10M,15.700304893159519,7.283448228756631
US_Army_Corps_of_Engineers,northeast,41.632492,-80.440413,1,2016,6,22,summer,18,0,0,0,<20K,9.536834420213353,4.30406509320417
California_Environmental_Data_Exchange_Network,west,37.2616,-120.906,4,2021,1,29,winter,16,30,0,0,1M - <10M,15.595534770973908,6.423246963533519
California_Environmental_Data_Exchange_Network,west,37.3204,-120.983,4,2019,5,14,spring,15,45,0,0,1M - <10M,15.560789693309788,5.8664680569332965
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65,-78.68505315,1,2021,6,15,summer,0,1,0,1,<20K,9.583488878607804,6.113682179832232
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7092224,-79.15758981,1,2016,9,15,fall,0,1,0,1,<20K,5.537334267018537,4.820281565605037
California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,4,2016,6,14,summer,21,20,0,0,1M - <10M,15.594269215015078,7.078341579557671
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87648079,-78.88961956,3,2021,9,9,fall,0,1,0,1,100K - <1M,12.949908187542631,6.282266746896006
EPA_National_Aquatic_Research_Survey,midwest,47.59802,-93.40415,3,2017,8,8,summer,0,1,0,1,100K - <1M,11.629837009877729,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86676005,-78.8118197,1,2016,5,24,spring,0,1,0,1,<20K,8.900276348631271,5.153291594497779
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.79219,-99.97105,1,2017,7,5,summer,0,1,0,1,<20K,8.525161361065415,0.0
California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,4,2016,9,13,fall,17,50,0,0,1M - <10M,15.126250747842324,8.205764725234456
EPA_National_Aquatic_Research_Survey,midwest,46.8612,-88.84717,3,2017,7,19,summer,0,1,0,1,100K - <1M,11.517843352314179,0.0
California_Environmental_Data_Exchange_Network,west,37.4312,-120.995,4,2020,7,14,summer,18,40,0,0,1M - <10M,15.641132500326677,6.47543271670409
New_Mexico_Environment_Department,west,35.34306,-103.44917,2,2016,7,14,summer,0,1,0,1,20K - <100K,10.729634734557317,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,39.93722,-77.44972,3,2019,8,6,summer,13,35,0,0,100K - <1M,11.774258428599005,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70802473,-79.15981433,1,2016,6,22,summer,0,1,0,1,<20K,6.9930151229329605,4.204692619390966
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69104457,-79.19135315,3,2018,12,6,winter,0,1,0,1,100K - <1M,13.14735643266216,6.81783057145415
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63706999,-79.29160509,1,2015,10,12,fall,0,1,0,1,<20K,6.844815479208263,6.021023349349527
Connecticut_State_Department_of_Public_Health,northeast,41.424144,-73.206937,1,2018,7,16,summer,15,30,0,0,<20K,8.846353043314327,0.0
EPA_Water_Quality_Data_Portal,midwest,44.847993,-93.476318,1,2013,1,4,winter,6,2,0,1,<20K,4.74493212836325,0.0
California_Environmental_Data_Exchange_Network,west,33.3985,-117.262,4,2015,3,2,spring,15,26,0,0,1M - <10M,15.137932842489754,7.566828479208331
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.04772,-97.20234,3,2015,9,14,fall,0,1,0,1,100K - <1M,11.971172758517362,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.573,-78.93485782,1,2013,7,22,summer,0,1,0,1,<20K,8.079308192051961,7.154615356913663
California_Environmental_Data_Exchange_Network,west,38.307,-121.794,4,2014,9,16,fall,15,20,0,0,1M - <10M,15.82473079537104,5.5254529391317835
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,2,2017,7,31,summer,0,1,0,1,20K - <100K,11.328521741971949,3.258096538021482
EPA_Central_Data_Exchange,midwest,42.43,-81.205,1,2016,4,5,spring,0,1,0,1,<20K,7.134093721192866,0.0
US_Army_Corps_of_Engineers,northeast,40.703968,-80.29305,1,2013,9,3,fall,19,15,0,0,<20K,7.538494999413465,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91126425,-79.16800885,2,2013,7,10,summer,0,1,0,1,20K - <100K,11.065074640365626,6.586171654854675
California_Environmental_Data_Exchange_Network,west,34.4069,-119.517,4,2019,9,23,fall,15,45,0,0,1M - <10M,15.854130105123854,7.2633296174768365
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65133546,-79.26510852,1,2015,12,7,winter,0,1,0,1,<20K,5.204006687076795,6.267200548541362
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70267518,-79.16975054,1,2014,7,15,summer,0,1,0,1,<20K,5.384495062789089,5.6937321388027
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68987352,-79.19352825,3,2019,8,22,summer,0,1,0,1,100K - <1M,12.0971279365408,6.814542897259958
California_Environmental_Data_Exchange_Network,west,39.7533,-121.971,4,2018,3,15,spring,17,20,0,0,1M - <10M,15.389321292755223,7.057036981697891
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66719781,-79.23564592,1,2016,12,13,winter,0,1,0,1,<20K,5.8944028342648505,4.990432586778736
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.00904096,1,2014,5,19,spring,0,1,0,1,<20K,9.729907675678929,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66429681,-79.24103422,3,2018,7,11,summer,0,1,0,1,100K - <1M,12.586213108023834,3.367295829986474
EPA_Central_Data_Exchange,midwest,46.77485,-86.554033,1,2017,4,22,spring,0,1,0,1,<20K,5.476463551931511,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.47745,-76.81692,2,2013,4,16,spring,0,1,0,1,20K - <100K,11.065090289695444,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.02689,-76.51652,1,2017,8,17,summer,15,35,0,0,<20K,9.090091799380007,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.10031,-75.45989,1,2017,5,9,spring,14,22,0,0,<20K,6.502790045915623,0.0
EPA_National_Aquatic_Research_Survey,west,44.54843,-123.3458,2,2017,8,22,summer,0,1,0,1,20K - <100K,10.743976570994,5.062595033026967
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68391183,-79.20460144,1,2015,8,6,summer,0,1,0,1,<20K,9.632269206115012,6.922643891475888
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.83294746,2,2021,4,20,spring,0,1,0,1,20K - <100K,10.310817587253805,6.385194398997726
California_Environmental_Data_Exchange_Network,west,36.8905,-121.801,4,2016,1,19,winter,18,20,0,0,1M - <10M,15.518894083240902,6.429719478039138
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.44,-78.87396017,1,2019,7,17,summer,0,1,0,1,<20K,6.7650389767805414,4.762173934797756
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.89896739,-96.85786055,2,2021,7,19,summer,0,1,0,1,20K - <100K,11.095241003723723,0.0
California_Environmental_Data_Exchange_Network,west,35.2469,-120.682,4,2013,5,30,spring,18,45,0,0,1M - <10M,15.022229587958236,5.472270673671475
Indiana_State_Department_of_Health,midwest,39.74693889,-87.07598056,3,2021,6,14,summer,13,40,0,0,100K - <1M,13.212640914680579,2.1972245773362196
